TimeInterval,Latitude,Longitude,Speed
300.0,10.426203,76.2527103,80
300.0,10.4264706,76.252307,80
500.0,10.4269255,76.25161,80
300.0,10.4272051,76.2512317,80
200.0,10.4272964,76.2511086,80
300.0,10.427701,76.2505271,80
500.0,10.4282185,76.2498258,80
200.0,10.4283336,76.2496664,80
300.0,10.4287685,76.2490007,80
700.0,10.4293268,76.2478964,80
400.0,10.4297418,76.2471714,80
400.0,10.4302924,76.2465259,80
400.0,10.4308614,76.2460881,80
300.0,10.4315511,76.2456336,80
200.0,10.4317344,76.2455493,80
300.0,10.4324351,76.2453727,80
200.0,10.4328047,76.2453438,80
200.0,10.4329944,76.2453282,80
200.0,10.433554,76.2452571,80
200.0,10.4339271,76.2452128,80
600.0,10.4347318,76.2451846,80
1500.0,10.435321,76.2451197,80
400.0,10.4386128,76.244586,80
300.0,10.4393746,76.244462,80
600.0,10.4403941,76.2443213,80
200.0,10.4407951,76.2442744,80
400.0,10.4415456,76.2441733,80
800.0,10.4428585,76.2439891,80
400.0,10.4433983,76.2439019,80
300.0,10.4443424,76.243735,80
200.0,10.4447147,76.2436687,80
400.0,10.4456455,76.2435671,80
500.0,10.4464274,76.2434179,80
400.0,10.4472383,76.2432878,80
200.0,10.4478476,76.2432239,80
300.0,10.448277,76.2431505,80
600.0,10.4494631,76.2429844,80
300.0,10.450103,76.2429211,80
400.0,10.4509002,76.2428123,80
400.0,10.451704,76.2426698,80
500.0,10.4526403,76.2425954,80
500.0,10.4536069,76.2426742,80
600.0,10.4547227,76.242934,80
300.0,10.4552362,76.2430926,80
200.0,10.4555717,76.2431651,80
500.0,10.4564279,76.2433237,80
600.0,10.4572892,76.2433865,80
500.0,10.458302,76.2433975,80
500.0,10.4591184,76.2434347,80
500.0,10.4599943,76.2434238,80
200.0,10.4603548,76.2434343,80
500.0,10.4610999,76.2434458,80
200.0,10.461414,76.243456,80
500.0,10.4621985,76.243492,80
500.0,10.4628963,76.2435002,80
500.0,10.4635173,76.2434795,80
500.0,10.4641033,76.2434488,80
500.0,10.4647396,76.2434927,80
300.0,10.4651246,76.2435378,80
200.0,10.4653319,76.2435511,80
600.0,10.4658377,76.2435022,80
600.0,10.4662734,76.2433604,80
500.0,10.4667956,76.2431377,80
500.0,10.46717,76.2428849,80
300.0,10.4673817,76.2427616,80
600.0,10.4675878,76.242593,80
200.0,10.4676882,76.2425047,80
300.0,10.4677473,76.2424351,80
300.0,10.4678966,76.2423079,80
500.0,10.4681092,76.2421237,80
300.0,10.4681569,76.2420948,80
300.0,10.468196,76.2420447,80
600.0,10.468312,76.2419461,80
500.0,10.4684287,76.2418446,80
200.0,10.4684312,76.2418392,80
300.0,10.4684602,76.2417914,80
600.0,10.4685987,76.2416284,80
300.0,10.4687047,76.2415576,80
300.0,10.4688046,76.2414605,80
600.0,10.4690339,76.2412292,80
600.0,10.4692721,76.2410794,80
600.0,10.4694263,76.2408828,80
600.0,10.4696165,76.2407517,80
300.0,10.4697018,76.2406947,80
300.0,10.4697935,76.2406277,80
600.0,10.4699841,76.2404537,80
900.0,10.4702231,76.2402801,80
300.0,10.4703235,76.2401737,80
700.0,10.4704583,76.2400307,80
600.0,10.4706157,76.2398956,80
600.0,10.4708076,76.2397761,80
600.0,10.4710238,76.2396405,80
700.0,10.4712031,76.2394711,80
900.0,10.4714184,76.2392657,80
300.0,10.4715207,76.2391738,80
400.0,10.4716079,76.2391116,80
600.0,10.4717719,76.2389441,80
1300.0,10.4721003,76.2385704,80
600.0,10.4722501,76.238442,80
300.0,10.4723175,76.2383878,80
400.0,10.4724547,76.2382636,80
1300.0,10.4727783,76.2379831,80
700.0,10.472967,76.2378609,80
600.0,10.4731537,76.2376638,80
800.0,10.4733563,76.2374346,80
400.0,10.4734697,76.2373306,80
700.0,10.473666,76.2371691,80
800.0,10.4738536,76.2370147,80
700.0,10.4740399,76.2368304,80
700.0,10.4742269,76.2366644,80
700.0,10.4744043,76.2365365,80
600.0,10.4744671,76.2364918,80
700.0,10.4744649,76.2364913,80
700.0,10.4744502,76.2364876,80
600.0,10.4744395,76.2364958,80
600.0,10.4744403,76.2364952,80
600.0,10.4744444,76.236495,80
700.0,10.4744483,76.2364954,80
600.0,10.4744471,76.2364933,80
1100.0,10.4744457,76.2364925,80
300.0,10.4744455,76.2364922,80
400.0,10.4744452,76.2364919,80
700.0,10.4746194,76.2363801,80
1100.0,10.4750476,76.2360645,80
800.0,10.4752772,76.235871,80
400.0,10.4754046,76.2358018,80
800.0,10.4756498,76.2356891,80
700.0,10.475867,76.2355623,80
400.0,10.4759993,76.23551,80
400.0,10.4760959,76.2354764,80
700.0,10.4763751,76.2353205,80
800.0,10.4766008,76.2351792,80
700.0,10.4768478,76.2350614,80
1300.0,10.4772248,76.2348778,80
400.0,10.4773772,76.2347966,80
1600.0,10.4779212,76.2345823,80
800.0,10.4781761,76.2344307,80
800.0,10.4784304,76.2343267,80
1300.0,10.4788299,76.2341427,80
400.0,10.4789692,76.234063,80
800.0,10.4792093,76.2339129,80
800.0,10.4794151,76.2337558,80
800.0,10.4796831,76.2335269,80
1300.0,10.4801535,76.2329125,80
1700.0,10.4809058,76.2313306,80
100.0,10.4809058,76.2313306,80
1000.0,10.4815481,76.2299509,80
400.0,10.4819065,76.2291722,80
900.0,10.4825359,76.2277501,80
900.0,10.4833296,76.2259016,80
1400.0,10.4843149,76.2234026,80
400.0,10.4844152,76.2226472,80
900.0,10.4844846,76.2209746,80
900.0,10.4845439,76.2191363,80
1000.0,10.4846594,76.2172307,80
1600.0,10.4848405,76.2158583,80
800.0,10.4873401,76.2133067,80
900.0,10.4887358,76.2122096,80
900.0,10.4901274,76.2111093,80
900.0,10.4915181,76.210072,80
1000.0,10.4929995,76.2089353,80
900.0,10.4943605,76.2079451,80
900.0,10.4955543,76.2070795,80
1900.0,10.4974379,76.2057659,80
1000.0,10.4981513,76.205514,80
4900.0,10.5010761,76.2055471,80
0.0,10.5010761,76.2055471,80
100.0,10.5010761,76.2055471,80
100.0,10.5010761,76.2055471,80
100.0,10.5010761,76.2055471,80
100.0,10.5010761,76.2055471,80
100.0,10.5010761,76.2055471,80
100.0,10.504672,76.2056653,80
0.0,10.504672,76.2056653,80
100.0,10.504783,76.2056773,80
0.0,10.504783,76.2056773,80
100.0,10.5049094,76.2057002,80
0.0,10.5049094,76.2057002,80
100.0,10.505018,76.2057288,80
0.0,10.505018,76.2057288,80
100.0,10.5051395,76.2057175,80
0.0,10.5051395,76.2057175,80
100.0,10.5052842,76.2057845,80
0.0,10.5052842,76.2057845,80
100.0,10.505426,76.2058209,80
0.0,10.505426,76.2058209,80
100.0,10.5055882,76.2058431,80
0.0,10.5055882,76.2058431,80
100.0,10.5057322,76.2058535,80
0.0,10.5057322,76.2058535,80
100.0,10.5058824,76.2058572,80
0.0,10.5058824,76.2058572,80
100.0,10.5060101,76.2058381,80
0.0,10.5060101,76.2058381,80
100.0,10.5061461,76.2058329,80
100.0,10.5062725,76.205846,80
0.0,10.5062725,76.205846,80
300.0,10.5066203,76.2058897,80
100.0,10.5067392,76.2059087,80
0.0,10.5067392,76.2059087,80
100.0,10.5068551,76.2059256,80
0.0,10.5068551,76.2059256,80
100.0,10.5069637,76.2059556,80
100.0,10.507086,76.2059867,80
100.0,10.5072056,76.206014,80
0.0,10.5072056,76.206014,80
100.0,10.5073315,76.2060353,80
100.0,10.5074725,76.2060637,80
100.0,10.5076091,76.206092,80
0.0,10.5076091,76.206092,80
100.0,10.5077436,76.2061223,80
0.0,10.5077436,76.2061223,80
100.0,10.507885,76.2061478,80
200.0,10.5080264,76.206175,80
500.0,10.5084314,76.2062516,80
0.0,10.5084314,76.2062516,80
1700.0,10.5107101,76.2067477,80
300.0,10.5109262,76.2067963,80
200.0,10.5111373,76.2068383,80
200.0,10.5114125,76.2069124,80
100.0,10.5116172,76.2069831,80
100.0,10.5117497,76.2070141,80
200.0,10.5119314,76.2070596,80
200.0,10.5120996,76.2070906,80
300.0,10.5123884,76.2071584,80
100.0,10.512503,76.2071872,80
300.0,10.512811,76.2072626,80
0.0,10.512811,76.2072626,80
0.0,10.512811,76.2072626,80
100.0,10.512811,76.2072626,80
0.0,10.512811,76.2072626,80
100.0,10.512811,76.2072626,80
0.0,10.512811,76.2072626,80
100.0,10.512811,76.2072626,80
0.0,10.512811,76.2072626,80
100.0,10.512811,76.2072626,80
0.0,10.512811,76.2072626,80
100.0,10.512811,76.2072626,80
200.0,10.5134537,76.2074166,80
0.0,10.5134537,76.2074166,80
0.0,10.5134537,76.2074166,80
100.0,10.5134537,76.2074166,80
0.0,10.5134537,76.2074166,80
100.0,10.5134537,76.2074166,80
0.0,10.5134537,76.2074166,80
100.0,10.5134537,76.2074166,80
200.0,10.513813,76.207507,80
100.0,10.5138898,76.2075218,80
200.0,10.5139585,76.2075413,80
300.0,10.5141245,76.2076005,80
200.0,10.5143135,76.2076359,80
300.0,10.5144052,76.2076629,80
0.0,10.5144052,76.2076629,80
300.0,10.5145006,76.2076863,80
0.0,10.5145006,76.2076863,80
300.0,10.5147492,76.207748,80
300.0,10.5150274,76.2078334,80
100.0,10.5151002,76.2078595,80
400.0,10.5153649,76.2079666,80
0.0,10.5153649,76.2079666,80
300.0,10.515564,76.2080593,80
0.0,10.515564,76.2080593,80
100.0,10.515564,76.2080593,80
0.0,10.515564,76.2080593,80
100.0,10.515564,76.2080593,80
0.0,10.515564,76.2080593,80
100.0,10.515564,76.2080593,80
200.0,10.5157685,76.2081174,80
300.0,10.5158994,76.2081509,80
300.0,10.5159264,76.2081508,80
200.0,10.5159254,76.2081456,80
500.0,10.5159131,76.2081333,80
300.0,10.5159236,76.2081313,80
0.0,10.5159236,76.2081313,80
100.0,10.5159236,76.2081313,80
100.0,10.5159236,76.2081313,80
100.0,10.5159236,76.2081313,80
100.0,10.5159236,76.2081313,80
100.0,10.5159236,76.2081313,80
100.0,10.5159236,76.2081313,80
100.0,10.5159236,76.2081313,80
100.0,10.5159236,76.2081313,80
100.0,10.5159236,76.2081313,80
100.0,10.5159236,76.2081313,80
100.0,10.5159236,76.2081313,80
100.0,10.5159236,76.2081313,80
100.0,10.5159236,76.2081313,80
100.0,10.5159236,76.2081313,80
100.0,10.5159236,76.2081313,80
100.0,10.5159236,76.2081313,80
100.0,10.5159236,76.2081313,80
100.0,10.5159236,76.2081313,80
100.0,10.5159236,76.2081313,80
100.0,10.5159236,76.2081313,80
100.0,10.5159236,76.2081313,80
100.0,10.5159236,76.2081313,80
100.0,10.5159236,76.2081313,80
100.0,10.5159236,76.2081313,80
100.0,10.5159236,76.2081313,80
100.0,10.5159236,76.2081313,80
0.0,10.5159236,76.2081313,80
100.0,10.5159236,76.2081313,80
100.0,10.5159236,76.2081313,80
100.0,10.5159236,76.2081313,80
100.0,10.5159236,76.2081313,80
500.0,10.5157733,76.2080983,80
0.0,10.5157733,76.2080983,80
0.0,10.5157733,76.2080983,80
300.0,10.515761,76.2080684,80
0.0,10.515761,76.2080684,80
100.0,10.515761,76.2080684,80
0.0,10.515761,76.2080684,80
100.0,10.515761,76.2080684,80
500.0,10.5158334,76.2080793,80
700.0,10.5157853,76.2080814,80
500.0,10.5157476,76.2080789,80
500.0,10.5158176,76.2081206,80
300.0,10.5158308,76.2080983,80
200.0,10.5158369,76.208081,80
200.0,10.5158223,76.2080935,80
700.0,10.5158381,76.2081189,80
0.0,10.5158381,76.2081189,80
600.0,10.5158589,76.2081612,80
500.0,10.5158899,76.2081369,80
300.0,10.5159001,76.208131,80
900.0,10.5159903,76.2080961,80
0.0,10.5159903,76.2080961,80
600.0,10.5161792,76.2082099,80
0.0,10.5161792,76.2082099,80
600.0,10.5162854,76.2082387,80
0.0,10.5162854,76.2082387,80
300.0,10.5163966,76.2082279,80
600.0,10.5166029,76.2083002,80
300.0,10.5167913,76.2083605,80
300.0,10.516976,76.2084259,80
900.0,10.517699,76.208507,80
300.0,10.5180189,76.2085885,80
400.0,10.5182582,76.2086406,80
600.0,10.5187831,76.2086271,80
400.0,10.5190731,76.2085696,80
1000.0,10.5201213,76.2084767,80
600.0,10.5209626,76.2083642,80
300.0,10.5214687,76.2083074,80
700.0,10.5221785,76.2082002,80
700.0,10.5228401,76.2081146,80
300.0,10.5232716,76.2080395,80
700.0,10.5240339,76.2079652,80
600.0,10.5247796,76.207884,80
400.0,10.5253199,76.207904,80
0.0,10.5253199,76.207904,80
600.0,10.5261651,76.2079688,80
400.0,10.5266202,76.2079948,80
300.0,10.5272489,76.2080734,80
700.0,10.5284929,76.2082628,80
0.0,10.5284929,76.2082628,80
800.0,10.5296554,76.2084328,80
1000.0,10.5311162,76.2085556,80
0.0,10.5311162,76.2085556,80
400.0,10.5315252,76.2085354,80
400.0,10.5318361,76.208501,80
300.0,10.5322883,76.2086171,80
800.0,10.5329572,76.2087219,80
0.0,10.5329572,76.2087219,80
700.0,10.5336254,76.2088031,80
